"Geslacht";"Leeftijd";"Perioden";"Regio's";"Verkeersdoden (aantal)"
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2018";"Zuid-Holland (PV)";13
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2019";"Zuid-Holland (PV)";14
"Totaal mannen en vrouwen";"20 tot 30 jaar";"1996";"Zeeland (PV)";7
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2000";"Zeeland (PV)";10
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2005";"Zeeland (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2010";"Zeeland (PV)";6
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2018";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2019";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"20 tot 30 jaar";"1996";"Noord-Brabant (PV)";50
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2000";"Noord-Brabant (PV)";51
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2005";"Noord-Brabant (PV)";28
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2010";"Noord-Brabant (PV)";24
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2018";"Noord-Brabant (PV)";21
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2019";"Noord-Brabant (PV)";36
"Totaal mannen en vrouwen";"20 tot 30 jaar";"1996";"Limburg (PV)";21
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2000";"Limburg (PV)";26
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2005";"Limburg (PV)";6
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2010";"Limburg (PV)";13
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2018";"Limburg (PV)";8
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2019";"Limburg (PV)";8
"Totaal mannen en vrouwen";"20 tot 30 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2000";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"20 tot 30 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Nederland";160
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Nederland";157
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Nederland";115
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Nederland";69
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Nederland";60
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Nederland";71
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Groningen (PV)";8
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Groningen (PV)";7
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Groningen (PV)";4
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Groningen (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Groningen (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Groningen (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Friesland (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Friesland (PV)";4
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Friesland (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Friesland (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Friesland (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Friesland (PV)";1
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Drenthe (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Drenthe (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Drenthe (PV)";1
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Drenthe (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Overijssel (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Overijssel (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Overijssel (PV)";12
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Overijssel (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Overijssel (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Overijssel (PV)";7
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Flevoland (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Flevoland (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Gelderland (PV)";17
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Gelderland (PV)";16
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Gelderland (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Gelderland (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Gelderland (PV)";13
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Gelderland (PV)";7
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Utrecht (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Utrecht (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Utrecht (PV)";4
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Utrecht (PV)";1
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Noord-Holland (PV)";28
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Noord-Holland (PV)";27
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Noord-Holland (PV)";17
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Noord-Holland (PV)";10
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Noord-Holland (PV)";11
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Zuid-Holland (PV)";14
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Zuid-Holland (PV)";22
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Zuid-Holland (PV)";17
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Zuid-Holland (PV)";8
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Zuid-Holland (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Zuid-Holland (PV)";7
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Zeeland (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Zeeland (PV)";6
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Zeeland (PV)";2
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Zeeland (PV)";4
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Zeeland (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Noord-Brabant (PV)";35
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Noord-Brabant (PV)";38
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Noord-Brabant (PV)";28
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Noord-Brabant (PV)";16
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Noord-Brabant (PV)";9
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Noord-Brabant (PV)";17
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Limburg (PV)";18
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Limburg (PV)";9
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Limburg (PV)";12
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Limburg (PV)";5
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Limburg (PV)";3
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Limburg (PV)";10
"Totaal mannen en vrouwen";"30 tot 40 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2000";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"30 tot 40 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Nederland";134
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Nederland";126
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Nederland";102
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Nederland";78
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Nederland";59
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Nederland";46
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Groningen (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Groningen (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Groningen (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Groningen (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Groningen (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Groningen (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Friesland (PV)";6
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Friesland (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Friesland (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Friesland (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Friesland (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Friesland (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Drenthe (PV)";7
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Drenthe (PV)";6
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Drenthe (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Drenthe (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Overijssel (PV)";7
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Overijssel (PV)";8
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Overijssel (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Overijssel (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Overijssel (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Flevoland (PV)";6
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Flevoland (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Flevoland (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Flevoland (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Gelderland (PV)";20
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Gelderland (PV)";22
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Gelderland (PV)";16
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Gelderland (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Gelderland (PV)";12
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Gelderland (PV)";10
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Utrecht (PV)";11
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Utrecht (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Utrecht (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Noord-Holland (PV)";18
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Noord-Holland (PV)";21
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Noord-Holland (PV)";14
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Noord-Holland (PV)";11
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Zuid-Holland (PV)";19
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Zuid-Holland (PV)";13
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Zuid-Holland (PV)";6
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Zuid-Holland (PV)";16
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Zuid-Holland (PV)";11
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Zuid-Holland (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Zeeland (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Zeeland (PV)";5
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Zeeland (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Zeeland (PV)";2
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Noord-Brabant (PV)";30
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Noord-Brabant (PV)";24
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Noord-Brabant (PV)";23
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Noord-Brabant (PV)";16
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Noord-Brabant (PV)";14
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Noord-Brabant (PV)";11
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Limburg (PV)";7
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Limburg (PV)";9
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Limburg (PV)";10
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Limburg (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Limburg (PV)";3
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Limburg (PV)";4
"Totaal mannen en vrouwen";"40 tot 50 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2000";"Niet in te delen (PV)";1
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"40 tot 50 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Nederland";111
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Nederland";121
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Nederland";99
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Nederland";72
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Nederland";67
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Nederland";59
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Groningen (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Groningen (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Groningen (PV)";4
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Groningen (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Groningen (PV)";1
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Groningen (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Friesland (PV)";11
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Friesland (PV)";10
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Friesland (PV)";8
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Friesland (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Friesland (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Friesland (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Drenthe (PV)";9
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Drenthe (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Drenthe (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Drenthe (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Drenthe (PV)";4
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Overijssel (PV)";8
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Overijssel (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Overijssel (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Overijssel (PV)";4
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Overijssel (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Flevoland (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Flevoland (PV)";4
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Gelderland (PV)";13
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Gelderland (PV)";15
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Gelderland (PV)";12
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Gelderland (PV)";11
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Gelderland (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Gelderland (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Utrecht (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Utrecht (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Utrecht (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Utrecht (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Noord-Holland (PV)";11
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Noord-Holland (PV)";18
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Noord-Holland (PV)";17
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Noord-Holland (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Noord-Holland (PV)";9
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Zuid-Holland (PV)";18
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Zuid-Holland (PV)";15
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Zuid-Holland (PV)";14
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Zuid-Holland (PV)";10
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Zuid-Holland (PV)";11
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Zuid-Holland (PV)";8
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Zeeland (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Zeeland (PV)";8
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Zeeland (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Zeeland (PV)";1
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Noord-Brabant (PV)";23
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Noord-Brabant (PV)";20
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Noord-Brabant (PV)";13
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Noord-Brabant (PV)";11
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Noord-Brabant (PV)";17
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Noord-Brabant (PV)";13
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Limburg (PV)";5
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Limburg (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Limburg (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Limburg (PV)";6
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Limburg (PV)";7
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Limburg (PV)";3
"Totaal mannen en vrouwen";"50 tot 60 jaar";"1996";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2000";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2005";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2010";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2018";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"50 tot 60 jaar";"2019";"Niet in te delen (PV)";0
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Nederland";91
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Nederland";97
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Nederland";66
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Nederland";66
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Nederland";78
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Nederland";75
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Groningen (PV)";1
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Groningen (PV)";4
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Groningen (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Groningen (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Groningen (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Groningen (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Friesland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Friesland (PV)";7
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Friesland (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Friesland (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Friesland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Friesland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Drenthe (PV)";1
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Drenthe (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Drenthe (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Drenthe (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Drenthe (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Overijssel (PV)";7
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Overijssel (PV)";4
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Overijssel (PV)";6
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Overijssel (PV)";5
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Overijssel (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Flevoland (PV)";2
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2005";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2010";"Flevoland (PV)";3
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2018";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2019";"Flevoland (PV)";1
"Totaal mannen en vrouwen";"60 tot 70 jaar";"1996";"Gelderland (PV)";10
"Totaal mannen en vrouwen";"60 tot 70 jaar";"2000";"Gelderland (PV)";15
